scenario,step,phase,method,qname,seconds
preloaded_replacement_sliding,60,count_query,recompute,q2,0.4399
preloaded_replacement_sliding,60,query,recompute,q3,0.7521
preloaded_replacement_sliding,60,count_query,recompute,q3,0.6794
preloaded_replacement_sliding,60,query,recompute,q4,0.0422
preloaded_replacement_sliding,60,count_query,recompute,q4,0.0363
preloaded_replacement_sliding,60,checkpoint,logical_views,,0.1205
preloaded_replacement_sliding,60,query,logical_views,q1,1.2082
preloaded_replacement_sliding,60,count_query,logical_views,q1,0.1939
preloaded_replacement_sliding,60,query,logical_views,q2,4.0695
preloaded_replacement_sliding,60,count_query,logical_views,q2,0.1433
preloaded_replacement_sliding,60,query,logical_views,q3,0.6819
preloaded_replacement_sliding,60,count_query,logical_views,q3,0.1778
preloaded_replacement_sliding,60,query,logical_views,q4,0.0501
preloaded_replacement_sliding,60,count_query,logical_views,q4,0.038
preloaded_replacement_sliding,60,checkpoint,ivm,,0.1533
preloaded_replacement_sliding,60,maintain,ivm,,2.8174
preloaded_replacement_sliding,60,query,ivm,q1,2.1629
preloaded_replacement_sliding,60,count_query,ivm,q1,0.1509
preloaded_replacement_sliding,60,query,ivm,q2,4.1754
preloaded_replacement_sliding,60,count_query,ivm,q2,0.114
preloaded_replacement_sliding,60,query,ivm,q3,0.5496
preloaded_replacement_sliding,60,count_query,ivm,q3,0.0803
preloaded_replacement_sliding,60,query,ivm,q4,0.0395
preloaded_replacement_sliding,60,count_query,ivm,q4,0.0304
preloaded_replacement_sliding,60,checkpoint,crown,,0.1648
preloaded_replacement_sliding,60,maintain,crown,,0.5869
preloaded_replacement_sliding,60,query,crown,q1,1.6199
preloaded_replacement_sliding,60,count_query,crown,q1,1.9295
preloaded_replacement_sliding,60,query,crown,q2,4.0807
preloaded_replacement_sliding,60,count_query,crown,q2,0.1085
preloaded_replacement_sliding,60,query,crown,q3,0.6462
preloaded_replacement_sliding,60,count_query,crown,q3,0.0551
preloaded_replacement_sliding,60,query,crown,q4,0.0469
preloaded_replacement_sliding,60,count_query,crown,q4,0.0357
preloaded_replacement_sliding,65,staging,,,8.614
preloaded_replacement_sliding,65,base_insert,,,4.5135
preloaded_replacement_sliding,65,base_delete,,,0.4108
preloaded_replacement_sliding,65,checkpoint,recompute,,1.0055
preloaded_replacement_sliding,65,query,recompute,q1,1.506
preloaded_replacement_sliding,65,count_query,recompute,q1,0.2367
preloaded_replacement_sliding,65,query,recompute,q2,1.1739
preloaded_replacement_sliding,65,count_query,recompute,q2,0.5012
preloaded_replacement_sliding,65,query,recompute,q3,0.8841
preloaded_replacement_sliding,65,count_query,recompute,q3,0.7585
preloaded_replacement_sliding,65,query,recompute,q4,0.0555
preloaded_replacement_sliding,65,count_query,recompute,q4,0.0377
preloaded_replacement_sliding,65,checkpoint,logical_views,,0.1307
preloaded_replacement_sliding,65,query,logical_views,q1,1.6905
preloaded_replacement_sliding,65,count_query,logical_views,q1,0.1793
preloaded_replacement_sliding,65,query,logical_views,q2,1.0619
preloaded_replacement_sliding,65,count_query,logical_views,q2,0.1536
preloaded_replacement_sliding,65,query,logical_views,q3,0.7224
preloaded_replacement_sliding,65,count_query,logical_views,q3,0.1911
preloaded_replacement_sliding,65,query,logical_views,q4,0.0429
preloaded_replacement_sliding,65,count_query,logical_views,q4,0.0277
preloaded_replacement_sliding,65,checkpoint,ivm,,0.1306
preloaded_replacement_sliding,65,maintain,ivm,,2.7048
preloaded_replacement_sliding,65,query,ivm,q1,2.7521
preloaded_replacement_sliding,65,count_query,ivm,q1,0.1508
preloaded_replacement_sliding,65,query,ivm,q2,1.144
preloaded_replacement_sliding,65,count_query,ivm,q2,0.1679
preloaded_replacement_sliding,65,query,ivm,q3,0.6848
preloaded_replacement_sliding,65,count_query,ivm,q3,0.0581
preloaded_replacement_sliding,65,query,ivm,q4,0.0468
preloaded_replacement_sliding,65,count_query,ivm,q4,0.0247
preloaded_replacement_sliding,65,checkpoint,crown,,0.1312
preloaded_replacement_sliding,65,maintain,crown,,0.5483
preloaded_replacement_sliding,65,query,crown,q1,1.9692
preloaded_replacement_sliding,65,count_query,crown,q1,2.055
preloaded_replacement_sliding,65,query,crown,q2,1.076
preloaded_replacement_sliding,65,count_query,crown,q2,0.1241
preloaded_replacement_sliding,65,query,crown,q3,0.7476
preloaded_replacement_sliding,65,count_query,crown,q3,0.0817
preloaded_replacement_sliding,65,query,crown,q4,0.0402
preloaded_replacement_sliding,65,count_query,crown,q4,0.0306
preloaded_replacement_sliding,70,staging,,,8.5741
preloaded_replacement_sliding,70,base_insert,,,4.9514
preloaded_replacement_sliding,70,base_delete,,,0.4475
preloaded_replacement_sliding,70,checkpoint,recompute,,1.0907
preloaded_replacement_sliding,70,query,recompute,q1,1.9938
preloaded_replacement_sliding,70,count_query,recompute,q1,0.2389
preloaded_replacement_sliding,70,query,recompute,q2,1.1126
preloaded_replacement_sliding,70,count_query,recompute,q2,0.421
preloaded_replacement_sliding,70,query,recompute,q3,0.901
preloaded_replacement_sliding,70,count_query,recompute,q3,0.9419
preloaded_replacement_sliding,70,query,recompute,q4,0.0493
preloaded_replacement_sliding,70,count_query,recompute,q4,0.0255
preloaded_replacement_sliding,70,checkpoint,logical_views,,0.1936
preloaded_replacement_sliding,70,query,logical_views,q1,2.2751
preloaded_replacement_sliding,70,count_query,logical_views,q1,0.1861
preloaded_replacement_sliding,70,query,logical_views,q2,1.1355
preloaded_replacement_sliding,70,count_query,logical_views,q2,0.1568
preloaded_replacement_sliding,70,query,logical_views,q3,0.8177
preloaded_replacement_sliding,70,count_query,logical_views,q3,0.2042
preloaded_replacement_sliding,70,query,logical_views,q4,0.0425
preloaded_replacement_sliding,70,count_query,logical_views,q4,0.0278
preloaded_replacement_sliding,70,checkpoint,ivm,,0.1903
preloaded_replacement_sliding,70,maintain,ivm,,3.145
preloaded_replacement_sliding,70,query,ivm,q1,3.505
preloaded_replacement_sliding,70,count_query,ivm,q1,0.1732
preloaded_replacement_sliding,70,query,ivm,q2,1.0315
preloaded_replacement_sliding,70,count_query,ivm,q2,0.1095
preloaded_replacement_sliding,70,query,ivm,q3,0.6786
preloaded_replacement_sliding,70,count_query,ivm,q3,0.058
preloaded_replacement_sliding,70,query,ivm,q4,0.0457
preloaded_replacement_sliding,70,count_query,ivm,q4,0.0245
preloaded_replacement_sliding,70,checkpoint,crown,,0.1965
preloaded_replacement_sliding,70,maintain,crown,,0.5593
preloaded_replacement_sliding,70,query,crown,q1,3.0305
preloaded_replacement_sliding,70,count_query,crown,q1,1.7441
preloaded_replacement_sliding,70,query,crown,q2,1.0533
preloaded_replacement_sliding,70,count_query,crown,q2,0.1133
preloaded_replacement_sliding,70,query,crown,q3,0.7603
preloaded_replacement_sliding,70,count_query,crown,q3,0.0632
preloaded_replacement_sliding,70,query,crown,q4,0.0369
preloaded_replacement_sliding,70,count_query,crown,q4,0.027
preloaded_replacement_sliding,75,staging,,,8.5362
preloaded_replacement_sliding,75,base_insert,,,3.4759
preloaded_replacement_sliding,75,base_delete,,,0.3775
preloaded_replacement_sliding,75,checkpoint,recompute,,1.1927
preloaded_replacement_sliding,75,query,recompute,q1,4.3055
preloaded_replacement_sliding,75,count_query,recompute,q1,0.2571
preloaded_replacement_sliding,75,query,recompute,q2,1.124
preloaded_replacement_sliding,75,count_query,recompute,q2,0.5552
preloaded_replacement_sliding,75,query,recompute,q3,1.099
preloaded_replacement_sliding,75,count_query,recompute,q3,0.9395
preloaded_replacement_sliding,75,query,recompute,q4,0.0432
preloaded_replacement_sliding,75,count_query,recompute,q4,0.0384
preloaded_replacement_sliding,75,checkpoint,logical_views,,0.2532
preloaded_replacement_sliding,75,query,logical_views,q1,4.7329
preloaded_replacement_sliding,75,count_query,logical_views,q1,0.2095
preloaded_replacement_sliding,75,query,logical_views,q2,1.0849
preloaded_replacement_sliding,75,count_query,logical_views,q2,0.1541
preloaded_replacement_sliding,75,query,logical_views,q3,0.8482
preloaded_replacement_sliding,75,count_query,logical_views,q3,0.2129
preloaded_replacement_sliding,75,query,logical_views,q4,0.0412
preloaded_replacement_sliding,75,count_query,logical_views,q4,0.0269
preloaded_replacement_sliding,75,checkpoint,ivm,,0.2551
preloaded_replacement_sliding,75,maintain,ivm,,2.7682
preloaded_replacement_sliding,75,query,ivm,q1,5.2523
preloaded_replacement_sliding,75,count_query,ivm,q1,0.2004
preloaded_replacement_sliding,75,query,ivm,q2,1.0
preloaded_replacement_sliding,75,count_query,ivm,q2,0.1262
preloaded_replacement_sliding,75,query,ivm,q3,0.6948
preloaded_replacement_sliding,75,count_query,ivm,q3,0.0895
preloaded_replacement_sliding,75,query,ivm,q4,0.0409
preloaded_replacement_sliding,75,count_query,ivm,q4,0.0252
preloaded_replacement_sliding,75,checkpoint,crown,,0.2442
preloaded_replacement_sliding,75,maintain,crown,,0.5266
preloaded_replacement_sliding,75,query,crown,q1,5.1788
preloaded_replacement_sliding,75,count_query,crown,q1,2.3846
preloaded_replacement_sliding,75,query,crown,q2,1.0423
preloaded_replacement_sliding,75,count_query,crown,q2,0.1067
preloaded_replacement_sliding,75,query,crown,q3,0.805
preloaded_replacement_sliding,75,count_query,crown,q3,0.0742
preloaded_replacement_sliding,75,query,crown,q4,0.0438
preloaded_replacement_sliding,75,count_query,crown,q4,0.0305
preloaded_replacement_sliding,80,staging,,,8.8938
preloaded_replacement_sliding,80,base_insert,,,4.3213
preloaded_replacement_sliding,80,base_delete,,,0.4204
preloaded_replacement_sliding,80,checkpoint,recompute,,0.8431
preloaded_replacement_sliding,80,query,recompute,q1,2.0803
preloaded_replacement_sliding,80,count_query,recompute,q1,0.2665
preloaded_replacement_sliding,80,query,recompute,q2,0.7538
preloaded_replacement_sliding,80,count_query,recompute,q2,0.5305
preloaded_replacement_sliding,80,query,recompute,q3,1.2275
preloaded_replacement_sliding,80,count_query,recompute,q3,1.0604
preloaded_replacement_sliding,80,query,recompute,q4,0.0431
preloaded_replacement_sliding,80,count_query,recompute,q4,0.0391
preloaded_replacement_sliding,80,checkpoint,logical_views,,0.32
preloaded_replacement_sliding,80,query,logical_views,q1,2.7206
preloaded_replacement_sliding,80,count_query,logical_views,q1,0.2167
preloaded_replacement_sliding,80,query,logical_views,q2,0.8577
preloaded_replacement_sliding,80,count_query,logical_views,q2,0.1712
preloaded_replacement_sliding,80,query,logical_views,q3,1.425
preloaded_replacement_sliding,80,count_query,logical_views,q3,0.2404
preloaded_replacement_sliding,80,query,logical_views,q4,0.0381
preloaded_replacement_sliding,80,count_query,logical_views,q4,0.025
preloaded_replacement_sliding,80,checkpoint,ivm,,0.3197
preloaded_replacement_sliding,80,maintain,ivm,,3.5102
preloaded_replacement_sliding,80,query,ivm,q1,3.5666
preloaded_replacement_sliding,80,count_query,ivm,q1,0.1856
preloaded_replacement_sliding,80,query,ivm,q2,0.8064
preloaded_replacement_sliding,80,count_query,ivm,q2,0.1052
preloaded_replacement_sliding,80,query,ivm,q3,0.9735
preloaded_replacement_sliding,80,count_query,ivm,q3,0.1464
preloaded_replacement_sliding,80,query,ivm,q4,0.0434
preloaded_replacement_sliding,80,count_query,ivm,q4,0.0349
preloaded_replacement_sliding,80,checkpoint,crown,,0.2767
preloaded_replacement_sliding,80,maintain,crown,,0.5632
preloaded_replacement_sliding,80,query,crown,q1,2.9828
preloaded_replacement_sliding,80,count_query,crown,q1,2.5303
preloaded_replacement_sliding,80,query,crown,q2,0.8737
preloaded_replacement_sliding,80,count_query,crown,q2,0.0953
preloaded_replacement_sliding,80,query,crown,q3,1.1234
preloaded_replacement_sliding,80,count_query,crown,q3,0.0888
preloaded_replacement_sliding,80,query,crown,q4,0.0342
preloaded_replacement_sliding,80,count_query,crown,q4,0.0354
preloaded_replacement_sliding,85,staging,,,8.7869
preloaded_replacement_sliding,85,base_insert,,,3.9787
preloaded_replacement_sliding,85,base_delete,,,0.4258
preloaded_replacement_sliding,85,checkpoint,recompute,,0.9618
preloaded_replacement_sliding,85,query,recompute,q1,4.2379
preloaded_replacement_sliding,85,count_query,recompute,q1,0.2592
preloaded_replacement_sliding,85,query,recompute,q2,0.7677
preloaded_replacement_sliding,85,count_query,recompute,q2,0.5174
preloaded_replacement_sliding,85,query,recompute,q3,1.3923
preloaded_replacement_sliding,85,count_query,recompute,q3,1.2003
preloaded_replacement_sliding,85,query,recompute,q4,0.0575
preloaded_replacement_sliding,85,count_query,recompute,q4,0.0187
preloaded_replacement_sliding,85,checkpoint,logical_views,,0.3325
preloaded_replacement_sliding,85,query,logical_views,q1,5.0368
preloaded_replacement_sliding,85,count_query,logical_views,q1,0.2694
preloaded_replacement_sliding,85,query,logical_views,q2,0.8693
preloaded_replacement_sliding,85,count_query,logical_views,q2,0.1653
preloaded_replacement_sliding,85,query,logical_views,q3,1.3003
preloaded_replacement_sliding,85,count_query,logical_views,q3,0.2452
preloaded_replacement_sliding,85,query,logical_views,q4,0.0532
preloaded_replacement_sliding,85,count_query,logical_views,q4,0.0319
preloaded_replacement_sliding,85,checkpoint,ivm,,0.3604
preloaded_replacement_sliding,85,maintain,ivm,,3.8296
preloaded_replacement_sliding,85,query,ivm,q1,5.9283
preloaded_replacement_sliding,85,count_query,ivm,q1,0.2147
preloaded_replacement_sliding,85,query,ivm,q2,0.7634
preloaded_replacement_sliding,85,count_query,ivm,q2,0.1401
preloaded_replacement_sliding,85,query,ivm,q3,0.9537
preloaded_replacement_sliding,85,count_query,ivm,q3,0.1182
preloaded_replacement_sliding,85,query,ivm,q4,0.0443
preloaded_replacement_sliding,85,count_query,ivm,q4,0.0253
preloaded_replacement_sliding,85,checkpoint,crown,,0.344
preloaded_replacement_sliding,85,maintain,crown,,0.5377
preloaded_replacement_sliding,85,query,crown,q1,5.4673
preloaded_replacement_sliding,85,count_query,crown,q1,2.7642
preloaded_replacement_sliding,85,query,crown,q2,0.8401
preloaded_replacement_sliding,85,count_query,crown,q2,0.0869
preloaded_replacement_sliding,85,query,crown,q3,1.0492
preloaded_replacement_sliding,85,count_query,crown,q3,0.0695
preloaded_replacement_sliding,85,query,crown,q4,0.0434
preloaded_replacement_sliding,85,count_query,crown,q4,0.0248
preloaded_replacement_sliding,90,staging,,,8.6032
preloaded_replacement_sliding,90,base_insert,,,3.4747
preloaded_replacement_sliding,90,base_delete,,,0.3684
preloaded_replacement_sliding,90,checkpoint,recompute,,0.842
preloaded_replacement_sliding,90,query,recompute,q1,1.927
preloaded_replacement_sliding,90,count_query,recompute,q1,0.298
preloaded_replacement_sliding,90,query,recompute,q2,0.7962
preloaded_replacement_sliding,90,count_query,recompute,q2,0.4611
preloaded_replacement_sliding,90,query,recompute,q3,1.2237
preloaded_replacement_sliding,90,count_query,recompute,q3,1.3616
preloaded_replacement_sliding,90,query,recompute,q4,0.0444
preloaded_replacement_sliding,90,count_query,recompute,q4,0.0302
preloaded_replacement_sliding,90,checkpoint,logical_views,,0.245
preloaded_replacement_sliding,90,query,logical_views,q1,2.8294
preloaded_replacement_sliding,90,count_query,logical_views,q1,0.3031
preloaded_replacement_sliding,90,query,logical_views,q2,0.8524
preloaded_replacement_sliding,90,count_query,logical_views,q2,0.17
preloaded_replacement_sliding,90,query,logical_views,q3,1.1987
preloaded_replacement_sliding,90,count_query,logical_views,q3,0.2467
preloaded_replacement_sliding,90,query,logical_views,q4,0.0455
preloaded_replacement_sliding,90,count_query,logical_views,q4,0.0251
preloaded_replacement_sliding,90,checkpoint,ivm,,0.3016
preloaded_replacement_sliding,90,maintain,ivm,,4.3275
preloaded_replacement_sliding,90,query,ivm,q1,4.0379
preloaded_replacement_sliding,90,count_query,ivm,q1,0.2564
preloaded_replacement_sliding,90,query,ivm,q2,0.8062
preloaded_replacement_sliding,90,count_query,ivm,q2,0.1258
preloaded_replacement_sliding,90,query,ivm,q3,0.9867
preloaded_replacement_sliding,90,count_query,ivm,q3,0.1203
preloaded_replacement_sliding,90,query,ivm,q4,0.0544
preloaded_replacement_sliding,90,count_query,ivm,q4,0.0305
preloaded_replacement_sliding,90,checkpoint,crown,,0.2992
preloaded_replacement_sliding,90,maintain,crown,,0.5862
preloaded_replacement_sliding,90,query,crown,q1,3.1913
preloaded_replacement_sliding,90,count_query,crown,q1,2.6596
preloaded_replacement_sliding,90,query,crown,q2,0.8298
preloaded_replacement_sliding,90,count_query,crown,q2,0.0961
preloaded_replacement_sliding,90,query,crown,q3,1.1339
preloaded_replacement_sliding,90,count_query,crown,q3,0.0763
preloaded_replacement_sliding,90,query,crown,q4,0.0529
preloaded_replacement_sliding,90,count_query,crown,q4,0.027
preloaded_replacement_sliding,95,staging,,,8.8206
preloaded_replacement_sliding,95,base_insert,,,4.3483
preloaded_replacement_sliding,95,base_delete,,,0.4723
preloaded_replacement_sliding,95,checkpoint,recompute,,0.9576
preloaded_replacement_sliding,95,query,recompute,q1,4.3868
preloaded_replacement_sliding,95,count_query,recompute,q1,0.2942
preloaded_replacement_sliding,95,query,recompute,q2,0.8146
preloaded_replacement_sliding,95,count_query,recompute,q2,0.5586
preloaded_replacement_sliding,95,query,recompute,q3,1.9305
preloaded_replacement_sliding,95,count_query,recompute,q3,1.7868
preloaded_replacement_sliding,95,query,recompute,q4,0.0444
preloaded_replacement_sliding,95,count_query,recompute,q4,0.0262
preloaded_replacement_sliding,95,checkpoint,logical_views,,0.6736
preloaded_replacement_sliding,95,query,logical_views,q1,5.5803
preloaded_replacement_sliding,95,count_query,logical_views,q1,0.3289
preloaded_replacement_sliding,95,query,logical_views,q2,0.8204
preloaded_replacement_sliding,95,count_query,logical_views,q2,0.1822
preloaded_replacement_sliding,95,query,logical_views,q3,1.5108
preloaded_replacement_sliding,95,count_query,logical_views,q3,0.3303
preloaded_replacement_sliding,95,query,logical_views,q4,0.0599
preloaded_replacement_sliding,95,count_query,logical_views,q4,0.0253
preloaded_replacement_sliding,95,checkpoint,ivm,,0.6523
preloaded_replacement_sliding,95,maintain,ivm,,4.5781
preloaded_replacement_sliding,95,query,ivm,q1,5.2057
preloaded_replacement_sliding,95,count_query,ivm,q1,0.2699
preloaded_replacement_sliding,95,query,ivm,q2,0.7769
preloaded_replacement_sliding,95,count_query,ivm,q2,0.1086
preloaded_replacement_sliding,95,query,ivm,q3,1.2543
preloaded_replacement_sliding,95,count_query,ivm,q3,0.1687
preloaded_replacement_sliding,95,query,ivm,q4,0.0432
preloaded_replacement_sliding,95,count_query,ivm,q4,0.0248
preloaded_replacement_sliding,95,checkpoint,crown,,1.463
preloaded_replacement_sliding,95,maintain,crown,,0.5503
preloaded_replacement_sliding,95,query,crown,q1,6.3798
preloaded_replacement_sliding,95,count_query,crown,q1,2.9312
preloaded_replacement_sliding,95,query,crown,q2,0.7848
preloaded_replacement_sliding,95,count_query,crown,q2,0.077
preloaded_replacement_sliding,95,query,crown,q3,1.4798
preloaded_replacement_sliding,95,count_query,crown,q3,0.0707
preloaded_replacement_sliding,95,query,crown,q4,0.0435
preloaded_replacement_sliding,95,count_query,crown,q4,0.0273
preloaded_replacement_sliding,100,staging,,,8.8919
preloaded_replacement_sliding,100,base_insert,,,4.1886
preloaded_replacement_sliding,100,base_delete,,,0.3764
preloaded_replacement_sliding,100,checkpoint,recompute,,0.7454
preloaded_replacement_sliding,100,query,recompute,q1,4.2681
preloaded_replacement_sliding,100,count_query,recompute,q1,0.4049
preloaded_replacement_sliding,100,query,recompute,q2,0.7099
preloaded_replacement_sliding,100,count_query,recompute,q2,0.6085
preloaded_replacement_sliding,100,query,recompute,q3,2.2674
preloaded_replacement_sliding,100,count_query,recompute,q3,1.7011
preloaded_replacement_sliding,100,query,recompute,q4,0.0453
preloaded_replacement_sliding,100,count_query,recompute,q4,0.0375
preloaded_replacement_sliding,100,checkpoint,logical_views,,0.1825
preloaded_replacement_sliding,100,query,logical_views,q1,5.53
preloaded_replacement_sliding,100,count_query,logical_views,q1,0.3096
preloaded_replacement_sliding,100,query,logical_views,q2,0.7931
preloaded_replacement_sliding,100,count_query,logical_views,q2,0.1888
preloaded_replacement_sliding,100,query,logical_views,q3,2.2251
preloaded_replacement_sliding,100,count_query,logical_views,q3,0.27
preloaded_replacement_sliding,100,query,logical_views,q4,0.04
preloaded_replacement_sliding,100,count_query,logical_views,q4,0.0338
preloaded_replacement_sliding,100,checkpoint,ivm,,0.1996
preloaded_replacement_sliding,100,maintain,ivm,,4.4099
preloaded_replacement_sliding,100,query,ivm,q1,5.1329
preloaded_replacement_sliding,100,count_query,ivm,q1,0.281
preloaded_replacement_sliding,100,query,ivm,q2,0.7331
preloaded_replacement_sliding,100,count_query,ivm,q2,0.1101
preloaded_replacement_sliding,100,query,ivm,q3,1.4293
preloaded_replacement_sliding,100,count_query,ivm,q3,0.1567
preloaded_replacement_sliding,100,query,ivm,q4,0.0296
preloaded_replacement_sliding,100,count_query,ivm,q4,0.027
preloaded_replacement_sliding,100,checkpoint,crown,,0.1907
preloaded_replacement_sliding,100,maintain,crown,,0.5213
preloaded_replacement_sliding,100,query,crown,q1,6.2351
preloaded_replacement_sliding,100,count_query,crown,q1,2.6844
preloaded_replacement_sliding,100,query,crown,q2,0.7371
preloaded_replacement_sliding,100,count_query,crown,q2,0.0877
preloaded_replacement_sliding,100,query,crown,q3,1.728
preloaded_replacement_sliding,100,count_query,crown,q3,0.0959
preloaded_replacement_sliding,100,query,crown,q4,0.0414
preloaded_replacement_sliding,100,count_query,crown,q4,0.0312
