scenario,step,phase,method,qname,seconds
insertion_only,0,init_base,,,2.404
insertion_only,0,analyze,,,0.0004
insertion_only,0,init_method,logical_views,,0.0558
insertion_only,0,init_method,ivm,,0.0629
insertion_only,0,init_method,crown,,0.1152
insertion_only,5,staging,,,4.5717
insertion_only,5,base_insert,,,2.055
insertion_only,5,checkpoint,recompute,,0.1554
insertion_only,5,query,recompute,q1,0.0979
insertion_only,5,count_query,recompute,q1,0.0906
insertion_only,5,query,recompute,q2,0.0622
insertion_only,5,count_query,recompute,q2,0.0471
insertion_only,5,query,recompute,q3,0.0698
insertion_only,5,count_query,recompute,q3,0.0529
insertion_only,5,query,recompute,q4,0.0108
insertion_only,5,count_query,recompute,q4,0.0033
insertion_only,5,checkpoint,logical_views,,0.0496
insertion_only,5,query,logical_views,q1,0.1076
insertion_only,5,count_query,logical_views,q1,0.0467
insertion_only,5,query,logical_views,q2,0.044
insertion_only,5,count_query,logical_views,q2,0.0331
insertion_only,5,query,logical_views,q3,0.0651
insertion_only,5,count_query,logical_views,q3,0.0349
insertion_only,5,query,logical_views,q4,0.0096
insertion_only,5,count_query,logical_views,q4,0.0034
insertion_only,5,checkpoint,ivm,,0.0497
insertion_only,5,maintain,ivm,,0.3265
insertion_only,5,query,ivm,q1,0.0622
insertion_only,5,count_query,ivm,q1,0.014
insertion_only,5,query,ivm,q2,0.0245
insertion_only,5,count_query,ivm,q2,0.0081
insertion_only,5,query,ivm,q3,0.0297
insertion_only,5,count_query,ivm,q3,0.0044
insertion_only,5,query,ivm,q4,0.0108
insertion_only,5,count_query,ivm,q4,0.003
insertion_only,5,checkpoint,crown,,0.1516
insertion_only,5,maintain,crown,,0.2232
insertion_only,5,query,crown,q1,0.086
insertion_only,5,count_query,crown,q1,0.0211
insertion_only,5,query,crown,q2,0.0296
insertion_only,5,count_query,crown,q2,0.0097
insertion_only,5,query,crown,q3,0.0728
insertion_only,5,count_query,crown,q3,0.0052
insertion_only,5,query,crown,q4,0.0099
insertion_only,5,count_query,crown,q4,0.0043
insertion_only,10,staging,,,4.4639
insertion_only,10,base_insert,,,3.4927
insertion_only,10,checkpoint,recompute,,0.2664
insertion_only,10,query,recompute,q1,0.1472
insertion_only,10,count_query,recompute,q1,0.1106
insertion_only,10,query,recompute,q2,0.0753
insertion_only,10,count_query,recompute,q2,0.069
insertion_only,10,query,recompute,q3,0.1143
insertion_only,10,count_query,recompute,q3,0.0688
insertion_only,10,query,recompute,q4,0.0115
insertion_only,10,count_query,recompute,q4,0.0037
insertion_only,10,checkpoint,logical_views,,0.0921
insertion_only,10,query,logical_views,q1,0.1376
insertion_only,10,count_query,logical_views,q1,0.0673
insertion_only,10,query,logical_views,q2,0.0563
insertion_only,10,count_query,logical_views,q2,0.047
insertion_only,10,query,logical_views,q3,0.0746
insertion_only,10,count_query,logical_views,q3,0.0491
insertion_only,10,query,logical_views,q4,0.0101
insertion_only,10,count_query,logical_views,q4,0.0033
insertion_only,10,checkpoint,ivm,,0.0868
insertion_only,10,maintain,ivm,,0.4068
insertion_only,10,query,ivm,q1,0.1056
insertion_only,10,count_query,ivm,q1,0.02
insertion_only,10,query,ivm,q2,0.0245
insertion_only,10,count_query,ivm,q2,0.0103
insertion_only,10,query,ivm,q3,0.0418
insertion_only,10,count_query,ivm,q3,0.0059
insertion_only,10,query,ivm,q4,0.0086
insertion_only,10,count_query,ivm,q4,0.0031
insertion_only,10,checkpoint,crown,,0.2308
insertion_only,10,maintain,crown,,0.2714
insertion_only,10,query,crown,q1,0.1196
insertion_only,10,count_query,crown,q1,0.0396
insertion_only,10,query,crown,q2,0.0346
insertion_only,10,count_query,crown,q2,0.0151
insertion_only,10,query,crown,q3,0.0648
insertion_only,10,count_query,crown,q3,0.0075
insertion_only,10,query,crown,q4,0.0087
insertion_only,10,count_query,crown,q4,0.0032
insertion_only,15,staging,,,4.4576
insertion_only,15,base_insert,,,3.2657
insertion_only,15,checkpoint,recompute,,0.3555
insertion_only,15,query,recompute,q1,0.1727
insertion_only,15,count_query,recompute,q1,0.1448
insertion_only,15,query,recompute,q2,0.0769
insertion_only,15,count_query,recompute,q2,0.0735
insertion_only,15,query,recompute,q3,0.1209
insertion_only,15,count_query,recompute,q3,0.0695
insertion_only,15,query,recompute,q4,0.0192
insertion_only,15,count_query,recompute,q4,0.0033
insertion_only,15,checkpoint,logical_views,,0.1055
insertion_only,15,query,logical_views,q1,0.1732
insertion_only,15,count_query,logical_views,q1,0.0678
insertion_only,15,query,logical_views,q2,0.0625
insertion_only,15,count_query,logical_views,q2,0.0507
insertion_only,15,query,logical_views,q3,0.1006
insertion_only,15,count_query,logical_views,q3,0.0537
insertion_only,15,query,logical_views,q4,0.0124
insertion_only,15,count_query,logical_views,q4,0.0031
insertion_only,15,checkpoint,ivm,,0.1103
insertion_only,15,maintain,ivm,,0.4442
insertion_only,15,query,ivm,q1,0.1295
insertion_only,15,count_query,ivm,q1,0.0218
insertion_only,15,query,ivm,q2,0.0289
insertion_only,15,count_query,ivm,q2,0.0143
insertion_only,15,query,ivm,q3,0.075
insertion_only,15,count_query,ivm,q3,0.0052
insertion_only,15,query,ivm,q4,0.0091
insertion_only,15,count_query,ivm,q4,0.0033
insertion_only,15,checkpoint,crown,,0.3182
insertion_only,15,maintain,crown,,0.2728
insertion_only,15,query,crown,q1,0.1518
insertion_only,15,count_query,crown,q1,0.0717
insertion_only,15,query,crown,q2,0.0388
insertion_only,15,count_query,crown,q2,0.0152
insertion_only,15,query,crown,q3,0.0855
insertion_only,15,count_query,crown,q3,0.0069
insertion_only,15,query,crown,q4,0.0101
insertion_only,15,count_query,crown,q4,0.0037
insertion_only,20,staging,,,4.4637
insertion_only,20,base_insert,,,4.0746
insertion_only,20,checkpoint,recompute,,0.4517
insertion_only,20,query,recompute,q1,0.2683
insertion_only,20,count_query,recompute,q1,0.1804
insertion_only,20,query,recompute,q2,0.084
insertion_only,20,count_query,recompute,q2,0.0766
insertion_only,20,query,recompute,q3,0.1393
insertion_only,20,count_query,recompute,q3,0.0755
insertion_only,20,query,recompute,q4,0.0114
insertion_only,20,count_query,recompute,q4,0.0038
insertion_only,20,checkpoint,logical_views,,0.1253
insertion_only,20,query,logical_views,q1,0.1988
insertion_only,20,count_query,logical_views,q1,0.0706
insertion_only,20,query,logical_views,q2,0.0651
insertion_only,20,count_query,logical_views,q2,0.0516
insertion_only,20,query,logical_views,q3,0.1223
insertion_only,20,count_query,logical_views,q3,0.0554
insertion_only,20,query,logical_views,q4,0.0119
insertion_only,20,count_query,logical_views,q4,0.0034
insertion_only,20,checkpoint,ivm,,0.1299
insertion_only,20,maintain,ivm,,0.4677
insertion_only,20,query,ivm,q1,0.1609
insertion_only,20,count_query,ivm,q1,0.0202
insertion_only,20,query,ivm,q2,0.0343
insertion_only,20,count_query,ivm,q2,0.0161
insertion_only,20,query,ivm,q3,0.0833
insertion_only,20,count_query,ivm,q3,0.0054
insertion_only,20,query,ivm,q4,0.0114
insertion_only,20,count_query,ivm,q4,0.0066
insertion_only,20,checkpoint,crown,,0.3142
insertion_only,20,maintain,crown,,0.2614
insertion_only,20,query,crown,q1,0.242
insertion_only,20,count_query,crown,q1,0.1029
insertion_only,20,query,crown,q2,0.0433
insertion_only,20,count_query,crown,q2,0.0196
insertion_only,20,query,crown,q3,0.0801
insertion_only,20,count_query,crown,q3,0.0086
insertion_only,20,query,crown,q4,0.0123
insertion_only,20,count_query,crown,q4,0.0037
insertion_only,25,staging,,,4.3053
insertion_only,25,base_insert,,,3.3911
insertion_only,25,checkpoint,recompute,,0.5168
insertion_only,25,query,recompute,q1,0.2812
insertion_only,25,count_query,recompute,q1,0.1907
insertion_only,25,query,recompute,q2,0.0868
insertion_only,25,count_query,recompute,q2,0.0804
insertion_only,25,query,recompute,q3,0.1396
insertion_only,25,count_query,recompute,q3,0.0908
insertion_only,25,query,recompute,q4,0.0118
insertion_only,25,count_query,recompute,q4,0.0042
insertion_only,25,checkpoint,logical_views,,0.1509
insertion_only,25,query,logical_views,q1,0.232
insertion_only,25,count_query,logical_views,q1,0.0747
insertion_only,25,query,logical_views,q2,0.0683
insertion_only,25,count_query,logical_views,q2,0.0547
insertion_only,25,query,logical_views,q3,0.1438
insertion_only,25,count_query,logical_views,q3,0.0589
insertion_only,25,query,logical_views,q4,0.0131
insertion_only,25,count_query,logical_views,q4,0.0034
insertion_only,25,checkpoint,ivm,,0.2223
insertion_only,25,maintain,ivm,,0.525
insertion_only,25,query,ivm,q1,0.2016
insertion_only,25,count_query,ivm,q1,0.0289
insertion_only,25,query,ivm,q2,0.0406
insertion_only,25,count_query,ivm,q2,0.0172
insertion_only,25,query,ivm,q3,0.1007
insertion_only,25,count_query,ivm,q3,0.0067
insertion_only,25,query,ivm,q4,0.0135
insertion_only,25,count_query,ivm,q4,0.0037
insertion_only,25,checkpoint,crown,,0.3777
insertion_only,25,maintain,crown,,0.2764
insertion_only,25,query,crown,q1,0.27
insertion_only,25,count_query,crown,q1,0.1501
insertion_only,25,query,crown,q2,0.0502
insertion_only,25,count_query,crown,q2,0.0187
insertion_only,25,query,crown,q3,0.0956
insertion_only,25,count_query,crown,q3,0.0096
insertion_only,25,query,crown,q4,0.0111
insertion_only,25,count_query,crown,q4,0.0034
insertion_only,30,staging,,,4.3457
insertion_only,30,base_insert,,,4.3197
insertion_only,30,checkpoint,recompute,,0.4151
insertion_only,30,query,recompute,q1,0.3127
insertion_only,30,count_query,recompute,q1,0.1869
insertion_only,30,query,recompute,q2,0.1091
insertion_only,30,count_query,recompute,q2,0.1088
insertion_only,30,query,recompute,q3,0.2056
insertion_only,30,count_query,recompute,q3,0.124
insertion_only,30,query,recompute,q4,0.0145
insertion_only,30,count_query,recompute,q4,0.005
insertion_only,30,checkpoint,logical_views,,0.161
insertion_only,30,query,logical_views,q1,0.313
insertion_only,30,count_query,logical_views,q1,0.0913
insertion_only,30,query,logical_views,q2,0.0855
insertion_only,30,count_query,logical_views,q2,0.0668
insertion_only,30,query,logical_views,q3,0.1474
insertion_only,30,count_query,logical_views,q3,0.061
insertion_only,30,query,logical_views,q4,0.0116
insertion_only,30,count_query,logical_views,q4,0.0054
insertion_only,30,checkpoint,ivm,,0.1382
insertion_only,30,maintain,ivm,,0.5987
insertion_only,30,query,ivm,q1,0.6259
insertion_only,30,count_query,ivm,q1,0.032
insertion_only,30,query,ivm,q2,0.041
insertion_only,30,count_query,ivm,q2,0.0192
insertion_only,30,query,ivm,q3,0.1066
insertion_only,30,count_query,ivm,q3,0.008
insertion_only,30,query,ivm,q4,0.0103
insertion_only,30,count_query,ivm,q4,0.0058
insertion_only,30,checkpoint,crown,,0.0733
insertion_only,30,maintain,crown,,0.3045
insertion_only,30,query,crown,q1,0.3012
insertion_only,30,count_query,crown,q1,0.2221
insertion_only,30,query,crown,q2,0.0588
insertion_only,30,count_query,crown,q2,0.025
insertion_only,30,query,crown,q3,0.1316
insertion_only,30,count_query,crown,q3,0.0132
insertion_only,30,query,crown,q4,0.0147
insertion_only,30,count_query,crown,q4,0.0037
insertion_only,35,staging,,,4.2766
insertion_only,35,base_insert,,,4.0324
insertion_only,35,checkpoint,recompute,,0.5396
insertion_only,35,query,recompute,q1,0.3769
insertion_only,35,count_query,recompute,q1,0.2044
insertion_only,35,query,recompute,q2,0.112
insertion_only,35,count_query,recompute,q2,0.1134
insertion_only,35,query,recompute,q3,0.1893
insertion_only,35,count_query,recompute,q3,0.1379
insertion_only,35,query,recompute,q4,0.0158
insertion_only,35,count_query,recompute,q4,0.0039
insertion_only,35,checkpoint,logical_views,,0.2292
insertion_only,35,query,logical_views,q1,0.3608
insertion_only,35,count_query,logical_views,q1,0.0905
insertion_only,35,query,logical_views,q2,0.0925
insertion_only,35,count_query,logical_views,q2,0.0626
insertion_only,35,query,logical_views,q3,0.1731
insertion_only,35,count_query,logical_views,q3,0.0722
insertion_only,35,query,logical_views,q4,0.0128
insertion_only,35,count_query,logical_views,q4,0.004
insertion_only,35,checkpoint,ivm,,0.2298
insertion_only,35,maintain,ivm,,1.083
insertion_only,35,query,ivm,q1,0.3276
insertion_only,35,count_query,ivm,q1,0.0458
insertion_only,35,query,ivm,q2,0.0736
insertion_only,35,count_query,ivm,q2,0.0241
insertion_only,35,query,ivm,q3,0.1307
insertion_only,35,count_query,ivm,q3,0.0101
insertion_only,35,query,ivm,q4,0.0177
insertion_only,35,count_query,ivm,q4,0.0056
insertion_only,35,checkpoint,crown,,0.24
insertion_only,35,maintain,crown,,0.2865
insertion_only,35,query,crown,q1,0.3601
insertion_only,35,count_query,crown,q1,0.2879
insertion_only,35,query,crown,q2,0.0816
insertion_only,35,count_query,crown,q2,0.0286
insertion_only,35,query,crown,q3,0.173
insertion_only,35,count_query,crown,q3,0.0125
insertion_only,35,query,crown,q4,0.0123
insertion_only,35,count_query,crown,q4,0.0043
insertion_only,40,staging,,,4.6206
insertion_only,40,base_insert,,,4.4682
insertion_only,40,checkpoint,recompute,,0.5907
insertion_only,40,query,recompute,q1,0.4395
insertion_only,40,count_query,recompute,q1,0.2153
insertion_only,40,query,recompute,q2,0.1278
insertion_only,40,count_query,recompute,q2,0.1145
insertion_only,40,query,recompute,q3,0.2327
insertion_only,40,count_query,recompute,q3,0.1593
insertion_only,40,query,recompute,q4,0.0174
insertion_only,40,count_query,recompute,q4,0.0052
insertion_only,40,checkpoint,logical_views,,0.1991
insertion_only,40,query,logical_views,q1,0.412
insertion_only,40,count_query,logical_views,q1,0.1109
insertion_only,40,query,logical_views,q2,0.1126
insertion_only,40,count_query,logical_views,q2,0.0808
insertion_only,40,query,logical_views,q3,0.2208
insertion_only,40,count_query,logical_views,q3,0.0693
insertion_only,40,query,logical_views,q4,0.0146
insertion_only,40,count_query,logical_views,q4,0.004
insertion_only,40,checkpoint,ivm,,0.1815
insertion_only,40,maintain,ivm,,1.207
insertion_only,40,query,ivm,q1,0.6182
insertion_only,40,count_query,ivm,q1,0.0381
insertion_only,40,query,ivm,q2,0.095
insertion_only,40,count_query,ivm,q2,0.0285
insertion_only,40,query,ivm,q3,0.164
insertion_only,40,count_query,ivm,q3,0.0127
insertion_only,40,query,ivm,q4,0.0168
insertion_only,40,count_query,ivm,q4,0.0058
insertion_only,40,checkpoint,crown,,0.058
insertion_only,40,maintain,crown,,0.2954
insertion_only,40,query,crown,q1,0.4255
insertion_only,40,count_query,crown,q1,0.3944
insertion_only,40,query,crown,q2,0.1002
insertion_only,40,count_query,crown,q2,0.0286
insertion_only,40,query,crown,q3,0.1976
insertion_only,40,count_query,crown,q3,0.0108
insertion_only,40,query,crown,q4,0.0137
insertion_only,40,count_query,crown,q4,0.0037
insertion_only,45,staging,,,4.6408
insertion_only,45,base_insert,,,4.2752
insertion_only,45,checkpoint,recompute,,0.7032
insertion_only,45,query,recompute,q1,0.5237
insertion_only,45,count_query,recompute,q1,0.2408
insertion_only,45,query,recompute,q2,0.1454
insertion_only,45,count_query,recompute,q2,0.1363
insertion_only,45,query,recompute,q3,0.2843
insertion_only,45,count_query,recompute,q3,0.234
insertion_only,45,query,recompute,q4,0.0168
insertion_only,45,count_query,recompute,q4,0.0042
insertion_only,45,checkpoint,logical_views,,0.4079
insertion_only,45,query,logical_views,q1,0.5274
insertion_only,45,count_query,logical_views,q1,0.1203
insertion_only,45,query,logical_views,q2,0.1431
insertion_only,45,count_query,logical_views,q2,0.0828
insertion_only,45,query,logical_views,q3,0.2828
insertion_only,45,count_query,logical_views,q3,0.0702
insertion_only,45,query,logical_views,q4,0.0128
insertion_only,45,count_query,logical_views,q4,0.0045
insertion_only,45,checkpoint,ivm,,0.4059
insertion_only,45,maintain,ivm,,1.4238
insertion_only,45,query,ivm,q1,0.5221
insertion_only,45,count_query,ivm,q1,0.0775
insertion_only,45,query,ivm,q2,0.0685
insertion_only,45,count_query,ivm,q2,0.0265
insertion_only,45,query,ivm,q3,0.2091
insertion_only,45,count_query,ivm,q3,0.0147
insertion_only,45,query,ivm,q4,0.0137
insertion_only,45,count_query,ivm,q4,0.0059
insertion_only,45,checkpoint,crown,,0.397
insertion_only,45,maintain,crown,,0.28
insertion_only,45,query,crown,q1,0.4982
insertion_only,45,count_query,crown,q1,0.5628
insertion_only,45,query,crown,q2,0.14
insertion_only,45,count_query,crown,q2,0.0329
insertion_only,45,query,crown,q3,0.2443
insertion_only,45,count_query,crown,q3,0.0142
insertion_only,45,query,crown,q4,0.0153
insertion_only,45,count_query,crown,q4,0.0054
insertion_only,50,staging,,,4.6297
insertion_only,50,base_insert,,,5.1728
insertion_only,50,checkpoint,recompute,,0.7521
insertion_only,50,query,recompute,q1,0.65
insertion_only,50,count_query,recompute,q1,0.2572
insertion_only,50,query,recompute,q2,0.1687
insertion_only,50,count_query,recompute,q2,0.1516
insertion_only,50,query,recompute,q3,0.3726
insertion_only,50,count_query,recompute,q3,0.3034
insertion_only,50,query,recompute,q4,0.021
insertion_only,50,count_query,recompute,q4,0.0053
insertion_only,50,checkpoint,logical_views,,0.297
insertion_only,50,query,logical_views,q1,0.651
insertion_only,50,count_query,logical_views,q1,0.12
insertion_only,50,query,logical_views,q2,0.1714
insertion_only,50,count_query,logical_views,q2,0.0848
insertion_only,50,query,logical_views,q3,0.3478
insertion_only,50,count_query,logical_views,q3,0.0848
insertion_only,50,query,logical_views,q4,0.0199
insertion_only,50,count_query,logical_views,q4,0.0079
insertion_only,50,checkpoint,ivm,,0.2325
insertion_only,50,maintain,ivm,,1.4967
insertion_only,50,query,ivm,q1,0.6937
insertion_only,50,count_query,ivm,q1,0.0965
insertion_only,50,query,ivm,q2,0.1419
insertion_only,50,count_query,ivm,q2,0.0375
insertion_only,50,query,ivm,q3,0.2988
insertion_only,50,count_query,ivm,q3,0.0216
insertion_only,50,query,ivm,q4,0.0174
insertion_only,50,count_query,ivm,q4,0.0054
insertion_only,50,checkpoint,crown,,0.2908
insertion_only,50,maintain,crown,,0.3239
insertion_only,50,query,crown,q1,0.8594
insertion_only,50,count_query,crown,q1,0.7903
insertion_only,50,query,crown,q2,0.1597
insertion_only,50,count_query,crown,q2,0.0442
insertion_only,50,query,crown,q3,0.3325
insertion_only,50,count_query,crown,q3,0.0168
insertion_only,50,query,crown,q4,0.0164
insertion_only,50,count_query,crown,q4,0.0055
insertion_only,55,staging,,,4.2904
insertion_only,55,base_insert,,,4.2957
insertion_only,55,checkpoint,recompute,,0.6453
insertion_only,55,query,recompute,q1,1.2812
insertion_only,55,count_query,recompute,q1,0.2687
insertion_only,55,query,recompute,q2,0.2179
insertion_only,55,count_query,recompute,q2,0.1792
insertion_only,55,query,recompute,q3,0.5024
insertion_only,55,count_query,recompute,q3,0.4402
insertion_only,55,query,recompute,q4,0.0196
insertion_only,55,count_query,recompute,q4,0.0043
insertion_only,55,checkpoint,logical_views,,0.0677
insertion_only,55,query,logical_views,q1,1.2444
insertion_only,55,count_query,logical_views,q1,0.1416
insertion_only,55,query,logical_views,q2,0.1852
insertion_only,55,count_query,logical_views,q2,0.0865
insertion_only,55,query,logical_views,q3,0.4628
insertion_only,55,count_query,logical_views,q3,0.1096
insertion_only,55,query,logical_views,q4,0.0151
insertion_only,55,count_query,logical_views,q4,0.0042
insertion_only,55,checkpoint,ivm,,0.1092
insertion_only,55,maintain,ivm,,1.7894
insertion_only,55,query,ivm,q1,1.426
insertion_only,55,count_query,ivm,q1,0.105
insertion_only,55,query,ivm,q2,0.1692
insertion_only,55,count_query,ivm,q2,0.0454
insertion_only,55,query,ivm,q3,0.4052
insertion_only,55,count_query,ivm,q3,0.0283
insertion_only,55,query,ivm,q4,0.0132
insertion_only,55,count_query,ivm,q4,0.0039
insertion_only,55,checkpoint,crown,,0.0719
insertion_only,55,maintain,crown,,0.3056
insertion_only,55,query,crown,q1,1.3777
insertion_only,55,count_query,crown,q1,1.0294
insertion_only,55,query,crown,q2,0.1772
insertion_only,55,count_query,crown,q2,0.0456
insertion_only,55,query,crown,q3,0.4655
insertion_only,55,count_query,crown,q3,0.0205
insertion_only,55,query,crown,q4,0.017
insertion_only,55,count_query,crown,q4,0.0116
insertion_only,60,staging,,,4.4307
insertion_only,60,base_insert,,,4.8602
insertion_only,60,checkpoint,recompute,,0.757
insertion_only,60,query,recompute,q1,1.1797
insertion_only,60,count_query,recompute,q1,0.2527
insertion_only,60,query,recompute,q2,0.2236
insertion_only,60,count_query,recompute,q2,0.1544
insertion_only,60,query,recompute,q3,0.7131
insertion_only,60,count_query,recompute,q3,0.5818
insertion_only,60,query,recompute,q4,0.0179
insertion_only,60,count_query,recompute,q4,0.007
insertion_only,60,checkpoint,logical_views,,0.1623
insertion_only,60,query,logical_views,q1,1.0384
insertion_only,60,count_query,logical_views,q1,0.1622
insertion_only,60,query,logical_views,q2,0.2328
insertion_only,60,count_query,logical_views,q2,0.0925
insertion_only,60,query,logical_views,q3,0.6695
insertion_only,60,count_query,logical_views,q3,0.1062
insertion_only,60,query,logical_views,q4,0.0204
insertion_only,60,count_query,logical_views,q4,0.005
insertion_only,60,checkpoint,ivm,,0.1616
insertion_only,60,maintain,ivm,,2.4393
insertion_only,60,query,ivm,q1,1.7426
insertion_only,60,count_query,ivm,q1,0.1057
insertion_only,60,query,ivm,q2,0.2116
insertion_only,60,count_query,ivm,q2,0.0579
insertion_only,60,query,ivm,q3,0.7527
insertion_only,60,count_query,ivm,q3,0.0384
insertion_only,60,query,ivm,q4,0.0178
insertion_only,60,count_query,ivm,q4,0.0052
insertion_only,60,checkpoint,crown,,0.1492
insertion_only,60,maintain,crown,,0.3447
insertion_only,60,query,crown,q1,1.4813
insertion_only,60,count_query,crown,q1,0.8854
insertion_only,60,query,crown,q2,0.2213
insertion_only,60,count_query,crown,q2,0.0694
insertion_only,60,query,crown,q3,0.6621
insertion_only,60,count_query,crown,q3,0.0332
insertion_only,60,query,crown,q4,0.023
insertion_only,60,count_query,crown,q4,0.0076
insertion_only,65,staging,,,4.311
insertion_only,65,base_insert,,,3.8314
insertion_only,65,checkpoint,recompute,,0.8531
insertion_only,65,query,recompute,q1,1.5721
insertion_only,65,count_query,recompute,q1,0.3185
insertion_only,65,query,recompute,q2,0.2409
insertion_only,65,count_query,recompute,q2,0.2434
insertion_only,65,query,recompute,q3,0.8957
insertion_only,65,count_query,recompute,q3,0.785
insertion_only,65,query,recompute,q4,0.0181
insertion_only,65,count_query,recompute,q4,0.0047
insertion_only,65,checkpoint,logical_views,,0.0753
insertion_only,65,query,logical_views,q1,1.4593
insertion_only,65,count_query,logical_views,q1,0.1834
insertion_only,65,query,logical_views,q2,0.2664
insertion_only,65,count_query,logical_views,q2,0.0916
insertion_only,65,query,logical_views,q3,0.8664
insertion_only,65,count_query,logical_views,q3,0.1284
insertion_only,65,query,logical_views,q4,0.0165
insertion_only,65,count_query,logical_views,q4,0.0048
insertion_only,65,checkpoint,ivm,,0.1179
insertion_only,65,maintain,ivm,,2.263
insertion_only,65,query,ivm,q1,2.4105
insertion_only,65,count_query,ivm,q1,0.1291
insertion_only,65,query,ivm,q2,0.192
insertion_only,65,count_query,ivm,q2,0.0433
insertion_only,65,query,ivm,q3,0.7973
insertion_only,65,count_query,ivm,q3,0.0562
insertion_only,65,query,ivm,q4,0.0226
insertion_only,65,count_query,ivm,q4,0.0068
insertion_only,65,checkpoint,crown,,0.1213
insertion_only,65,maintain,crown,,0.3384
insertion_only,65,query,crown,q1,1.6558
insertion_only,65,count_query,crown,q1,1.1514
insertion_only,65,query,crown,q2,0.2798
insertion_only,65,count_query,crown,q2,0.075
insertion_only,65,query,crown,q3,0.8433
insertion_only,65,count_query,crown,q3,0.029
insertion_only,65,query,crown,q4,0.0226
insertion_only,65,count_query,crown,q4,0.007
insertion_only,70,staging,,,4.645
insertion_only,70,base_insert,,,3.0183
insertion_only,70,checkpoint,recompute,,0.912
insertion_only,70,query,recompute,q1,1.972
insertion_only,70,count_query,recompute,q1,0.2967
insertion_only,70,query,recompute,q2,0.2554
insertion_only,70,count_query,recompute,q2,0.2588
insertion_only,70,query,recompute,q3,0.9619
insertion_only,70,count_query,recompute,q3,0.8428
insertion_only,70,query,recompute,q4,0.019
insertion_only,70,count_query,recompute,q4,0.0085
insertion_only,70,checkpoint,logical_views,,0.1953
insertion_only,70,query,logical_views,q1,2.1189
insertion_only,70,count_query,logical_views,q1,0.1961
insertion_only,70,query,logical_views,q2,0.2656
insertion_only,70,count_query,logical_views,q2,0.0955
insertion_only,70,query,logical_views,q3,0.9406
insertion_only,70,count_query,logical_views,q3,0.1295
insertion_only,70,query,logical_views,q4,0.0233
insertion_only,70,count_query,logical_views,q4,0.0087
insertion_only,70,checkpoint,ivm,,0.1981
insertion_only,70,maintain,ivm,,2.3483
insertion_only,70,query,ivm,q1,3.2246
insertion_only,70,count_query,ivm,q1,0.1428
insertion_only,70,query,ivm,q2,0.2517
insertion_only,70,count_query,ivm,q2,0.0839
insertion_only,70,query,ivm,q3,0.8421
insertion_only,70,count_query,ivm,q3,0.0626
insertion_only,70,query,ivm,q4,0.0353
insertion_only,70,count_query,ivm,q4,0.0086
insertion_only,70,checkpoint,crown,,0.1997
insertion_only,70,maintain,crown,,0.3291
insertion_only,70,query,crown,q1,2.2124
insertion_only,70,count_query,crown,q1,1.1399
insertion_only,70,query,crown,q2,0.2585
insertion_only,70,count_query,crown,q2,0.0423
insertion_only,70,query,crown,q3,0.9278
insertion_only,70,count_query,crown,q3,0.0265
insertion_only,70,query,crown,q4,0.0217
insertion_only,70,count_query,crown,q4,0.0063
insertion_only,75,staging,,,4.4066
insertion_only,75,base_insert,,,4.1798
insertion_only,75,checkpoint,recompute,,1.1119
insertion_only,75,query,recompute,q1,1.9384
insertion_only,75,count_query,recompute,q1,0.3174
insertion_only,75,query,recompute,q2,0.2892
insertion_only,75,count_query,recompute,q2,0.2743
insertion_only,75,query,recompute,q3,1.0416
insertion_only,75,count_query,recompute,q3,0.9302
insertion_only,75,query,recompute,q4,0.0209
insertion_only,75,count_query,recompute,q4,0.0181
insertion_only,75,checkpoint,logical_views,,0.2073
insertion_only,75,query,logical_views,q1,2.136
insertion_only,75,count_query,logical_views,q1,0.1523
insertion_only,75,query,logical_views,q2,0.2889
insertion_only,75,count_query,logical_views,q2,0.1284
insertion_only,75,query,logical_views,q3,1.0438
insertion_only,75,count_query,logical_views,q3,0.1672
insertion_only,75,query,logical_views,q4,0.0316
insertion_only,75,count_query,logical_views,q4,0.0139
insertion_only,75,checkpoint,ivm,,0.2191
insertion_only,75,maintain,ivm,,3.3943
insertion_only,75,query,ivm,q1,2.8214
insertion_only,75,count_query,ivm,q1,0.125
insertion_only,75,query,ivm,q2,0.3052
insertion_only,75,count_query,ivm,q2,0.0864
insertion_only,75,query,ivm,q3,0.8979
insertion_only,75,count_query,ivm,q3,0.0942
insertion_only,75,query,ivm,q4,0.041
insertion_only,75,count_query,ivm,q4,0.016
insertion_only,75,checkpoint,crown,,0.2038
insertion_only,75,maintain,crown,,0.3424
insertion_only,75,query,crown,q1,2.3887
insertion_only,75,count_query,crown,q1,1.446
insertion_only,75,query,crown,q2,0.253
insertion_only,75,count_query,crown,q2,0.0692
insertion_only,75,query,crown,q3,1.0112
insertion_only,75,count_query,crown,q3,0.0402
insertion_only,75,query,crown,q4,0.0171
insertion_only,75,count_query,crown,q4,0.0078
insertion_only,80,staging,,,4.3832
insertion_only,80,base_insert,,,3.605
insertion_only,80,checkpoint,recompute,,0.9455
insertion_only,80,query,recompute,q1,1.6666
insertion_only,80,count_query,recompute,q1,0.3489
insertion_only,80,query,recompute,q2,0.2904
insertion_only,80,count_query,recompute,q2,0.3004
insertion_only,80,query,recompute,q3,1.3603
insertion_only,80,count_query,recompute,q3,1.1995
insertion_only,80,query,recompute,q4,0.0212
insertion_only,80,count_query,recompute,q4,0.0083
