scenario,step,phase,method,qname,seconds
sliding_window,50,staging,,,4.2128
sliding_window,50,base_insert,,,0.528
sliding_window,50,base_delete,,,0.5616
sliding_window,50,query,recompute,q1,0.3658
sliding_window,50,count_query,recompute,q1,0.339
sliding_window,50,query,recompute,q2,0.3278
sliding_window,50,count_query,recompute,q2,0.3226
sliding_window,50,query,recompute,q3,0.3342
sliding_window,50,count_query,recompute,q3,0.3277
sliding_window,50,query,recompute,q4,0.0613
sliding_window,50,count_query,recompute,q4,0.0551
sliding_window,50,query,logical_views,q1,0.4327
sliding_window,50,count_query,logical_views,q1,0.4004
sliding_window,50,query,logical_views,q2,0.2702
sliding_window,50,count_query,logical_views,q2,0.2571
sliding_window,50,query,logical_views,q3,0.3759
sliding_window,50,count_query,logical_views,q3,0.3767
sliding_window,50,query,logical_views,q4,0.0617
sliding_window,50,count_query,logical_views,q4,0.0556
sliding_window,50,maintain,ivm,,2.3149
sliding_window,50,query,ivm,q1,0.0967
sliding_window,50,count_query,ivm,q1,0.0651
sliding_window,50,query,ivm,q2,0.0651
sliding_window,50,count_query,ivm,q2,0.06
sliding_window,50,query,ivm,q3,0.077
sliding_window,50,count_query,ivm,q3,0.0697
sliding_window,50,query,ivm,q4,0.0608
sliding_window,50,count_query,ivm,q4,0.0587
sliding_window,50,maintain,crown,,2.1301
sliding_window,50,query,crown,q1,0.152
sliding_window,50,count_query,crown,q1,0.1528
sliding_window,50,query,crown,q2,0.1079
sliding_window,50,count_query,crown,q2,0.0726
sliding_window,50,query,crown,q3,0.0651
sliding_window,50,count_query,crown,q3,0.0691
sliding_window,50,query,crown,q4,0.063
sliding_window,50,count_query,crown,q4,0.0551
sliding_window,55,staging,,,4.2438
sliding_window,55,base_insert,,,0.5323
sliding_window,55,base_delete,,,0.559
sliding_window,55,query,recompute,q1,0.3775
sliding_window,55,count_query,recompute,q1,0.345
sliding_window,55,query,recompute,q2,0.3457
sliding_window,55,count_query,recompute,q2,0.325
sliding_window,55,query,recompute,q3,0.3351
sliding_window,55,count_query,recompute,q3,0.3292
sliding_window,55,query,recompute,q4,0.0544
sliding_window,55,count_query,recompute,q4,0.0555
sliding_window,55,query,logical_views,q1,0.4081
sliding_window,55,count_query,logical_views,q1,0.3859
sliding_window,55,query,logical_views,q2,0.2711
sliding_window,55,count_query,logical_views,q2,0.2578
sliding_window,55,query,logical_views,q3,0.4048
sliding_window,55,count_query,logical_views,q3,0.3936
sliding_window,55,query,logical_views,q4,0.0642
sliding_window,55,count_query,logical_views,q4,0.0546
sliding_window,55,maintain,ivm,,2.4283
sliding_window,55,query,ivm,q1,0.0999
sliding_window,55,count_query,ivm,q1,0.0691
sliding_window,55,query,ivm,q2,0.0675
sliding_window,55,count_query,ivm,q2,0.0626
sliding_window,55,query,ivm,q3,0.0855
sliding_window,55,count_query,ivm,q3,0.075
sliding_window,55,query,ivm,q4,0.0676
sliding_window,55,count_query,ivm,q4,0.0621
sliding_window,55,maintain,crown,,2.1707
sliding_window,55,query,crown,q1,0.1597
sliding_window,55,count_query,crown,q1,0.1515
sliding_window,55,query,crown,q2,0.0948
sliding_window,55,count_query,crown,q2,0.0743
sliding_window,55,query,crown,q3,0.0699
sliding_window,55,count_query,crown,q3,0.0634
sliding_window,55,query,crown,q4,0.0579
sliding_window,55,count_query,crown,q4,0.0557
sliding_window,60,staging,,,4.1387
sliding_window,60,base_insert,,,0.5092
sliding_window,60,base_delete,,,0.5371
sliding_window,60,query,recompute,q1,0.3714
sliding_window,60,count_query,recompute,q1,0.3421
sliding_window,60,query,recompute,q2,0.3356
sliding_window,60,count_query,recompute,q2,0.3289
sliding_window,60,query,recompute,q3,0.327
sliding_window,60,count_query,recompute,q3,0.3425
sliding_window,60,query,recompute,q4,0.069
sliding_window,60,count_query,recompute,q4,0.0558
sliding_window,60,query,logical_views,q1,0.4222
sliding_window,60,count_query,logical_views,q1,0.3895
sliding_window,60,query,logical_views,q2,0.2764
sliding_window,60,count_query,logical_views,q2,0.2514
sliding_window,60,query,logical_views,q3,0.3989
sliding_window,60,count_query,logical_views,q3,0.3904
sliding_window,60,query,logical_views,q4,0.0565
sliding_window,60,count_query,logical_views,q4,0.0553
sliding_window,60,maintain,ivm,,2.4562
sliding_window,60,query,ivm,q1,0.1051
sliding_window,60,count_query,ivm,q1,0.071
sliding_window,60,query,ivm,q2,0.0642
sliding_window,60,count_query,ivm,q2,0.0596
sliding_window,60,query,ivm,q3,0.0745
sliding_window,60,count_query,ivm,q3,0.0725
sliding_window,60,query,ivm,q4,0.0607
sliding_window,60,count_query,ivm,q4,0.0567
sliding_window,60,maintain,crown,,2.1876
sliding_window,60,query,crown,q1,0.1623
sliding_window,60,count_query,crown,q1,0.1567
sliding_window,60,query,crown,q2,0.096
sliding_window,60,count_query,crown,q2,0.0685
sliding_window,60,query,crown,q3,0.0697
sliding_window,60,count_query,crown,q3,0.0667
sliding_window,60,query,crown,q4,0.061
sliding_window,60,count_query,crown,q4,0.0596
sliding_window,65,staging,,,4.1495
sliding_window,65,base_insert,,,0.52
sliding_window,65,base_delete,,,0.5409
sliding_window,65,query,recompute,q1,0.3756
sliding_window,65,count_query,recompute,q1,0.3417
sliding_window,65,query,recompute,q2,0.3382
sliding_window,65,count_query,recompute,q2,0.3269
sliding_window,65,query,recompute,q3,0.3403
sliding_window,65,count_query,recompute,q3,0.3348
sliding_window,65,query,recompute,q4,0.0574
sliding_window,65,count_query,recompute,q4,0.0622
sliding_window,65,query,logical_views,q1,0.4198
sliding_window,65,count_query,logical_views,q1,0.3874
sliding_window,65,query,logical_views,q2,0.2779
sliding_window,65,count_query,logical_views,q2,0.2682
sliding_window,65,query,logical_views,q3,0.4055
sliding_window,65,count_query,logical_views,q3,0.3912
sliding_window,65,query,logical_views,q4,0.0552
sliding_window,65,count_query,logical_views,q4,0.0583
sliding_window,65,maintain,ivm,,2.3958
sliding_window,65,query,ivm,q1,0.1004
sliding_window,65,count_query,ivm,q1,0.066
sliding_window,65,query,ivm,q2,0.0664
sliding_window,65,count_query,ivm,q2,0.0614
sliding_window,65,query,ivm,q3,0.0787
sliding_window,65,count_query,ivm,q3,0.0737
sliding_window,65,query,ivm,q4,0.0606
sliding_window,65,count_query,ivm,q4,0.0581
sliding_window,65,maintain,crown,,2.1826
sliding_window,65,query,crown,q1,0.1631
sliding_window,65,count_query,crown,q1,0.1589
sliding_window,65,query,crown,q2,0.1099
sliding_window,65,count_query,crown,q2,0.0758
sliding_window,65,query,crown,q3,0.0715
sliding_window,65,count_query,crown,q3,0.0642
sliding_window,65,query,crown,q4,0.058
sliding_window,65,count_query,crown,q4,0.0558
sliding_window,70,staging,,,4.1435
sliding_window,70,base_insert,,,0.5123
sliding_window,70,base_delete,,,0.5794
sliding_window,70,query,recompute,q1,0.3845
sliding_window,70,count_query,recompute,q1,0.3537
sliding_window,70,query,recompute,q2,0.3555
sliding_window,70,count_query,recompute,q2,0.3366
sliding_window,70,query,recompute,q3,0.3354
sliding_window,70,count_query,recompute,q3,0.3463
sliding_window,70,query,recompute,q4,0.0637
sliding_window,70,count_query,recompute,q4,0.0578
sliding_window,70,query,logical_views,q1,0.4314
sliding_window,70,count_query,logical_views,q1,0.401
sliding_window,70,query,logical_views,q2,0.2766
sliding_window,70,count_query,logical_views,q2,0.2717
sliding_window,70,query,logical_views,q3,0.4074
sliding_window,70,count_query,logical_views,q3,0.4108
sliding_window,70,query,logical_views,q4,0.0601
sliding_window,70,count_query,logical_views,q4,0.0523
sliding_window,70,maintain,ivm,,2.3832
sliding_window,70,query,ivm,q1,0.0907
sliding_window,70,count_query,ivm,q1,0.0688
sliding_window,70,query,ivm,q2,0.0637
sliding_window,70,count_query,ivm,q2,0.0604
sliding_window,70,query,ivm,q3,0.0759
sliding_window,70,count_query,ivm,q3,0.0731
sliding_window,70,query,ivm,q4,0.0613
sliding_window,70,count_query,ivm,q4,0.0563
sliding_window,70,maintain,crown,,2.1612
sliding_window,70,query,crown,q1,0.1669
sliding_window,70,count_query,crown,q1,0.1555
sliding_window,70,query,crown,q2,0.1121
sliding_window,70,count_query,crown,q2,0.0735
sliding_window,70,query,crown,q3,0.0722
sliding_window,70,count_query,crown,q3,0.0659
sliding_window,70,query,crown,q4,0.0617
sliding_window,70,count_query,crown,q4,0.0577
sliding_window,75,staging,,,4.1464
sliding_window,75,base_insert,,,0.5177
sliding_window,75,base_delete,,,0.5796
sliding_window,75,query,recompute,q1,0.391
sliding_window,75,count_query,recompute,q1,0.3576
sliding_window,75,query,recompute,q2,0.3631
sliding_window,75,count_query,recompute,q2,0.3409
sliding_window,75,query,recompute,q3,0.3439
sliding_window,75,count_query,recompute,q3,0.3492
sliding_window,75,query,recompute,q4,0.0612
sliding_window,75,count_query,recompute,q4,0.0547
sliding_window,75,query,logical_views,q1,0.4313
sliding_window,75,count_query,logical_views,q1,0.4025
sliding_window,75,query,logical_views,q2,0.2708
sliding_window,75,count_query,logical_views,q2,0.2722
sliding_window,75,query,logical_views,q3,0.4063
sliding_window,75,count_query,logical_views,q3,0.4072
sliding_window,75,query,logical_views,q4,0.066
sliding_window,75,count_query,logical_views,q4,0.0556
sliding_window,75,maintain,ivm,,2.4573
sliding_window,75,query,ivm,q1,0.1009
sliding_window,75,count_query,ivm,q1,0.074
sliding_window,75,query,ivm,q2,0.0755
sliding_window,75,count_query,ivm,q2,0.0644
sliding_window,75,query,ivm,q3,0.0866
sliding_window,75,count_query,ivm,q3,0.08
sliding_window,75,query,ivm,q4,0.0611
sliding_window,75,count_query,ivm,q4,0.0577
sliding_window,75,maintain,crown,,2.2036
sliding_window,75,query,crown,q1,0.1627
sliding_window,75,count_query,crown,q1,0.1566
sliding_window,75,query,crown,q2,0.1083
sliding_window,75,count_query,crown,q2,0.0763
sliding_window,75,query,crown,q3,0.0711
sliding_window,75,count_query,crown,q3,0.0617
sliding_window,75,query,crown,q4,0.0596
sliding_window,75,count_query,crown,q4,0.0564
sliding_window,80,staging,,,4.1266
sliding_window,80,base_insert,,,0.5236
sliding_window,80,base_delete,,,0.6114
sliding_window,80,query,recompute,q1,0.3981
sliding_window,80,count_query,recompute,q1,0.3594
sliding_window,80,query,recompute,q2,0.3577
sliding_window,80,count_query,recompute,q2,0.3456
sliding_window,80,query,recompute,q3,0.3549
sliding_window,80,count_query,recompute,q3,0.3607
sliding_window,80,query,recompute,q4,0.0673
sliding_window,80,count_query,recompute,q4,0.0577
sliding_window,80,query,logical_views,q1,0.441
sliding_window,80,count_query,logical_views,q1,0.4068
sliding_window,80,query,logical_views,q2,0.2886
sliding_window,80,count_query,logical_views,q2,0.2814
sliding_window,80,query,logical_views,q3,0.4236
sliding_window,80,count_query,logical_views,q3,0.4179
sliding_window,80,query,logical_views,q4,0.0587
sliding_window,80,count_query,logical_views,q4,0.0541
sliding_window,80,maintain,ivm,,2.425
sliding_window,80,query,ivm,q1,0.0994
sliding_window,80,count_query,ivm,q1,0.0721
sliding_window,80,query,ivm,q2,0.0594
sliding_window,80,count_query,ivm,q2,0.0609
sliding_window,80,query,ivm,q3,0.0692
sliding_window,80,count_query,ivm,q3,0.0715
sliding_window,80,query,ivm,q4,0.0627
sliding_window,80,count_query,ivm,q4,0.0571
sliding_window,80,maintain,crown,,2.1914
sliding_window,80,query,crown,q1,0.1755
sliding_window,80,count_query,crown,q1,0.1646
sliding_window,80,query,crown,q2,0.1015
sliding_window,80,count_query,crown,q2,0.0797
sliding_window,80,query,crown,q3,0.0732
sliding_window,80,count_query,crown,q3,0.0655
sliding_window,80,query,crown,q4,0.0593
sliding_window,80,count_query,crown,q4,0.0554
sliding_window,85,staging,,,4.1954
sliding_window,85,base_insert,,,0.5313
sliding_window,85,base_delete,,,0.6021
sliding_window,85,query,recompute,q1,0.4144
sliding_window,85,count_query,recompute,q1,0.3817
sliding_window,85,query,recompute,q2,0.3786
sliding_window,85,count_query,recompute,q2,0.3767
sliding_window,85,query,recompute,q3,0.3713
sliding_window,85,count_query,recompute,q3,0.3659
sliding_window,85,query,recompute,q4,0.062
sliding_window,85,count_query,recompute,q4,0.0564
sliding_window,85,query,logical_views,q1,0.4945
sliding_window,85,count_query,logical_views,q1,0.4467
sliding_window,85,query,logical_views,q2,0.3287
sliding_window,85,count_query,logical_views,q2,0.3125
sliding_window,85,query,logical_views,q3,0.4689
sliding_window,85,count_query,logical_views,q3,0.4651
sliding_window,85,query,logical_views,q4,0.0607
sliding_window,85,count_query,logical_views,q4,0.0543
sliding_window,85,maintain,ivm,,2.4738
sliding_window,85,query,ivm,q1,0.0892
sliding_window,85,count_query,ivm,q1,0.0687
sliding_window,85,query,ivm,q2,0.0813
sliding_window,85,count_query,ivm,q2,0.0646
sliding_window,85,query,ivm,q3,0.0863
sliding_window,85,count_query,ivm,q3,0.1045
sliding_window,85,query,ivm,q4,0.07
sliding_window,85,count_query,ivm,q4,0.0601
sliding_window,85,maintain,crown,,2.2736
sliding_window,85,query,crown,q1,0.1852
sliding_window,85,count_query,crown,q1,0.1691
sliding_window,85,query,crown,q2,0.1068
sliding_window,85,count_query,crown,q2,0.0796
sliding_window,85,query,crown,q3,0.0651
sliding_window,85,count_query,crown,q3,0.064
sliding_window,85,query,crown,q4,0.0644
sliding_window,85,count_query,crown,q4,0.0583
sliding_window,90,staging,,,4.1418
sliding_window,90,base_insert,,,0.5131
sliding_window,90,base_delete,,,0.6029
sliding_window,90,query,recompute,q1,0.3954
sliding_window,90,count_query,recompute,q1,0.3688
sliding_window,90,query,recompute,q2,0.3695
sliding_window,90,count_query,recompute,q2,0.3514
sliding_window,90,query,recompute,q3,0.3563
sliding_window,90,count_query,recompute,q3,0.3551
sliding_window,90,query,recompute,q4,0.0591
sliding_window,90,count_query,recompute,q4,0.0551
sliding_window,90,query,logical_views,q1,0.4426
sliding_window,90,count_query,logical_views,q1,0.4155
sliding_window,90,query,logical_views,q2,0.2849
sliding_window,90,count_query,logical_views,q2,0.2865
sliding_window,90,query,logical_views,q3,0.4202
sliding_window,90,count_query,logical_views,q3,0.4207
sliding_window,90,query,logical_views,q4,0.0701
sliding_window,90,count_query,logical_views,q4,0.0573
sliding_window,90,maintain,ivm,,2.4579
sliding_window,90,query,ivm,q1,0.1012
sliding_window,90,count_query,ivm,q1,0.0695
sliding_window,90,query,ivm,q2,0.0703
sliding_window,90,count_query,ivm,q2,0.0602
sliding_window,90,query,ivm,q3,0.0809
sliding_window,90,count_query,ivm,q3,0.0805
sliding_window,90,query,ivm,q4,0.0658
sliding_window,90,count_query,ivm,q4,0.0581
sliding_window,90,maintain,crown,,2.221
sliding_window,90,query,crown,q1,0.1701
sliding_window,90,count_query,crown,q1,0.1606
sliding_window,90,query,crown,q2,0.1064
sliding_window,90,count_query,crown,q2,0.0938
sliding_window,90,query,crown,q3,0.0775
sliding_window,90,count_query,crown,q3,0.0639
sliding_window,90,query,crown,q4,0.0602
sliding_window,90,count_query,crown,q4,0.0575
sliding_window,95,staging,,,4.1637
sliding_window,95,base_insert,,,0.5106
sliding_window,95,base_delete,,,0.603
sliding_window,95,query,recompute,q1,0.4021
sliding_window,95,count_query,recompute,q1,0.3652
sliding_window,95,query,recompute,q2,0.3663
sliding_window,95,count_query,recompute,q2,0.3423
sliding_window,95,query,recompute,q3,0.355
sliding_window,95,count_query,recompute,q3,0.3712
sliding_window,95,query,recompute,q4,0.0959
sliding_window,95,count_query,recompute,q4,0.0616
sliding_window,95,query,logical_views,q1,0.479
sliding_window,95,count_query,logical_views,q1,0.4215
sliding_window,95,query,logical_views,q2,0.312
sliding_window,95,count_query,logical_views,q2,0.2892
sliding_window,95,query,logical_views,q3,0.4468
sliding_window,95,count_query,logical_views,q3,0.4247
sliding_window,95,query,logical_views,q4,0.0668
sliding_window,95,count_query,logical_views,q4,0.0601
sliding_window,95,maintain,ivm,,2.4554
sliding_window,95,query,ivm,q1,0.1039
sliding_window,95,count_query,ivm,q1,0.0708
sliding_window,95,query,ivm,q2,0.0738
sliding_window,95,count_query,ivm,q2,0.0657
sliding_window,95,query,ivm,q3,0.086
sliding_window,95,count_query,ivm,q3,0.0796
sliding_window,95,query,ivm,q4,0.0638
sliding_window,95,count_query,ivm,q4,0.0571
sliding_window,95,maintain,crown,,2.2159
sliding_window,95,query,crown,q1,0.1662
sliding_window,95,count_query,crown,q1,0.1609
sliding_window,95,query,crown,q2,0.1083
sliding_window,95,count_query,crown,q2,0.082
sliding_window,95,query,crown,q3,0.0677
sliding_window,95,count_query,crown,q3,0.0652
sliding_window,95,query,crown,q4,0.0654
sliding_window,95,count_query,crown,q4,0.0587
sliding_window,100,staging,,,4.1788
sliding_window,100,base_insert,,,0.5094
sliding_window,100,base_delete,,,0.5986
sliding_window,100,query,recompute,q1,0.4011
sliding_window,100,count_query,recompute,q1,0.3701
sliding_window,100,query,recompute,q2,0.372
sliding_window,100,count_query,recompute,q2,0.3542
sliding_window,100,query,recompute,q3,0.3658
sliding_window,100,count_query,recompute,q3,0.3661
sliding_window,100,query,recompute,q4,0.0647
sliding_window,100,count_query,recompute,q4,0.0596
sliding_window,100,query,logical_views,q1,0.4495
sliding_window,100,count_query,logical_views,q1,0.4342
sliding_window,100,query,logical_views,q2,0.3166
sliding_window,100,count_query,logical_views,q2,0.2924
sliding_window,100,query,logical_views,q3,0.4322
sliding_window,100,count_query,logical_views,q3,0.427
sliding_window,100,query,logical_views,q4,0.0692
sliding_window,100,count_query,logical_views,q4,0.0578
sliding_window,100,maintain,ivm,,2.4427
sliding_window,100,query,ivm,q1,0.0991
sliding_window,100,count_query,ivm,q1,0.0725
sliding_window,100,query,ivm,q2,0.0709
sliding_window,100,count_query,ivm,q2,0.0806
sliding_window,100,query,ivm,q3,0.0865
sliding_window,100,count_query,ivm,q3,0.0782
sliding_window,100,query,ivm,q4,0.0656
sliding_window,100,count_query,ivm,q4,0.0601
sliding_window,100,maintain,crown,,2.2643
sliding_window,100,query,crown,q1,0.1812
sliding_window,100,count_query,crown,q1,0.1638
sliding_window,100,query,crown,q2,0.1116
sliding_window,100,count_query,crown,q2,0.0864
sliding_window,100,query,crown,q3,0.0652
sliding_window,100,count_query,crown,q3,0.0656
sliding_window,100,query,crown,q4,0.0623
sliding_window,100,count_query,crown,q4,0.0583
preloaded_replacement_sliding,0,init_base,,,123.3336
preloaded_replacement_sliding,0,init_method,logical_views,,0.1689
preloaded_replacement_sliding,0,init_method,ivm,,7.8333
preloaded_replacement_sliding,0,init_index,ivm,,4.7588
preloaded_replacement_sliding,0,init_method,crown,,1.7583
preloaded_replacement_sliding,0,init_index,crown,,2.1211
preloaded_replacement_sliding,0,init_index,crown,,0.3914
preloaded_replacement_sliding,0,analyze,,,24.4708
preloaded_replacement_sliding,5,staging,,,4.1868
preloaded_replacement_sliding,5,base_insert,,,0.5397
preloaded_replacement_sliding,5,base_delete,,,1.0001
preloaded_replacement_sliding,5,analyze,,,134.9576
preloaded_replacement_sliding,5,query,recompute,q1,41.4684
preloaded_replacement_sliding,5,count_query,recompute,q1,35.5893
preloaded_replacement_sliding,5,query,recompute,q2,30.8481
preloaded_replacement_sliding,5,count_query,recompute,q2,30.7281
preloaded_replacement_sliding,5,query,recompute,q3,103.55
preloaded_replacement_sliding,5,count_query,recompute,q3,103.4414
preloaded_replacement_sliding,5,query,recompute,q4,0.1294
preloaded_replacement_sliding,5,count_query,recompute,q4,0.1105
preloaded_replacement_sliding,5,query,logical_views,q1,13.9705
preloaded_replacement_sliding,5,count_query,logical_views,q1,6.84
preloaded_replacement_sliding,5,query,logical_views,q2,3.8519
preloaded_replacement_sliding,5,count_query,logical_views,q2,2.6466
preloaded_replacement_sliding,5,query,logical_views,q3,80.4131
preloaded_replacement_sliding,5,count_query,logical_views,q3,79.9962
preloaded_replacement_sliding,5,query,logical_views,q4,0.1522
preloaded_replacement_sliding,5,count_query,logical_views,q4,0.1536
preloaded_replacement_sliding,5,maintain,ivm,,14.2518
preloaded_replacement_sliding,5,query,ivm,q1,8.8697
preloaded_replacement_sliding,5,count_query,ivm,q1,1.3095
preloaded_replacement_sliding,5,query,ivm,q2,1.6929
preloaded_replacement_sliding,5,count_query,ivm,q2,1.0566
preloaded_replacement_sliding,5,query,ivm,q3,10.8615
preloaded_replacement_sliding,5,count_query,ivm,q3,10.8164
preloaded_replacement_sliding,5,query,ivm,q4,0.1572
preloaded_replacement_sliding,5,count_query,ivm,q4,0.1467
preloaded_replacement_sliding,5,maintain,crown,,4.2201
preloaded_replacement_sliding,5,query,crown,q1,11.5776
preloaded_replacement_sliding,5,count_query,crown,q1,0.6305
preloaded_replacement_sliding,5,query,crown,q2,2.4217
preloaded_replacement_sliding,5,count_query,crown,q2,0.934
preloaded_replacement_sliding,5,query,crown,q3,6.438
preloaded_replacement_sliding,5,count_query,crown,q3,5.5654
preloaded_replacement_sliding,5,query,crown,q4,0.1739
preloaded_replacement_sliding,5,count_query,crown,q4,0.145
preloaded_replacement_sliding,5,analyze,,,48.3923
preloaded_replacement_sliding,10,staging,,,4.236
preloaded_replacement_sliding,10,base_insert,,,0.5386
preloaded_replacement_sliding,10,base_delete,,,0.4346
preloaded_replacement_sliding,10,query,recompute,q1,34.0648
preloaded_replacement_sliding,10,count_query,recompute,q1,32.021
preloaded_replacement_sliding,10,query,recompute,q2,28.7002
preloaded_replacement_sliding,10,count_query,recompute,q2,29.2369
preloaded_replacement_sliding,10,query,recompute,q3,91.0276
preloaded_replacement_sliding,10,count_query,recompute,q3,89.7829
preloaded_replacement_sliding,10,query,recompute,q4,0.1347
preloaded_replacement_sliding,10,count_query,recompute,q4,0.1203
preloaded_replacement_sliding,10,query,logical_views,q1,7.0516
preloaded_replacement_sliding,10,count_query,logical_views,q1,6.1037
preloaded_replacement_sliding,10,query,logical_views,q2,4.0352
preloaded_replacement_sliding,10,count_query,logical_views,q2,2.6542
preloaded_replacement_sliding,10,query,logical_views,q3,69.7779
preloaded_replacement_sliding,10,count_query,logical_views,q3,69.9623
preloaded_replacement_sliding,10,query,logical_views,q4,0.1414
preloaded_replacement_sliding,10,count_query,logical_views,q4,0.1195
preloaded_replacement_sliding,10,maintain,ivm,,11.9577
preloaded_replacement_sliding,10,query,ivm,q1,3.2001
preloaded_replacement_sliding,10,count_query,ivm,q1,1.0428
preloaded_replacement_sliding,10,query,ivm,q2,2.1984
preloaded_replacement_sliding,10,count_query,ivm,q2,1.1071
preloaded_replacement_sliding,10,query,ivm,q3,6.1295
preloaded_replacement_sliding,10,count_query,ivm,q3,5.9868
preloaded_replacement_sliding,10,query,ivm,q4,0.1235
preloaded_replacement_sliding,10,count_query,ivm,q4,0.1242
preloaded_replacement_sliding,10,maintain,crown,,4.0704
preloaded_replacement_sliding,10,query,crown,q1,4.9862
preloaded_replacement_sliding,10,count_query,crown,q1,0.647
preloaded_replacement_sliding,10,query,crown,q2,3.1514
preloaded_replacement_sliding,10,count_query,crown,q2,0.9899
preloaded_replacement_sliding,10,query,crown,q3,5.6043
preloaded_replacement_sliding,10,count_query,crown,q3,5.0826
preloaded_replacement_sliding,10,query,crown,q4,0.1343
preloaded_replacement_sliding,10,count_query,crown,q4,0.135
preloaded_replacement_sliding,15,staging,,,4.1477
preloaded_replacement_sliding,15,base_insert,,,0.5292
preloaded_replacement_sliding,15,base_delete,,,0.7711
preloaded_replacement_sliding,15,query,recompute,q1,30.4603
preloaded_replacement_sliding,15,count_query,recompute,q1,28.8042
preloaded_replacement_sliding,15,query,recompute,q2,27.1067
preloaded_replacement_sliding,15,count_query,recompute,q2,26.1433
preloaded_replacement_sliding,15,query,recompute,q3,77.626
preloaded_replacement_sliding,15,count_query,recompute,q3,77.8032
preloaded_replacement_sliding,15,query,recompute,q4,0.1397
preloaded_replacement_sliding,15,count_query,recompute,q4,0.1195
preloaded_replacement_sliding,15,query,logical_views,q1,6.5949
preloaded_replacement_sliding,15,count_query,logical_views,q1,5.6202
preloaded_replacement_sliding,15,query,logical_views,q2,3.964
preloaded_replacement_sliding,15,count_query,logical_views,q2,2.7131
preloaded_replacement_sliding,15,query,logical_views,q3,60.2043
preloaded_replacement_sliding,15,count_query,logical_views,q3,59.6245
preloaded_replacement_sliding,15,query,logical_views,q4,0.1433
preloaded_replacement_sliding,15,count_query,logical_views,q4,0.1308
preloaded_replacement_sliding,15,maintain,ivm,,11.0433
preloaded_replacement_sliding,15,query,ivm,q1,2.8773
preloaded_replacement_sliding,15,count_query,ivm,q1,0.9204
preloaded_replacement_sliding,15,query,ivm,q2,2.0598
preloaded_replacement_sliding,15,count_query,ivm,q2,1.1193
preloaded_replacement_sliding,15,query,ivm,q3,5.348
preloaded_replacement_sliding,15,count_query,ivm,q3,5.144
preloaded_replacement_sliding,15,query,ivm,q4,0.1239
preloaded_replacement_sliding,15,count_query,ivm,q4,0.1288
preloaded_replacement_sliding,15,maintain,crown,,4.1351
preloaded_replacement_sliding,15,query,crown,q1,4.5521
preloaded_replacement_sliding,15,count_query,crown,q1,0.6196
preloaded_replacement_sliding,15,query,crown,q2,2.8516
preloaded_replacement_sliding,15,count_query,crown,q2,1.0224
preloaded_replacement_sliding,15,query,crown,q3,5.0769
preloaded_replacement_sliding,15,count_query,crown,q3,4.6298
preloaded_replacement_sliding,15,query,crown,q4,0.14
preloaded_replacement_sliding,15,count_query,crown,q4,0.1336
preloaded_replacement_sliding,20,staging,,,4.3169
preloaded_replacement_sliding,20,base_insert,,,0.5335
preloaded_replacement_sliding,20,base_delete,,,0.7109
preloaded_replacement_sliding,20,query,recompute,q1,27.4897
preloaded_replacement_sliding,20,count_query,recompute,q1,25.9202
preloaded_replacement_sliding,20,query,recompute,q2,25.7249
preloaded_replacement_sliding,20,count_query,recompute,q2,24.2068
preloaded_replacement_sliding,20,query,recompute,q3,67.2862
preloaded_replacement_sliding,20,count_query,recompute,q3,66.8984
preloaded_replacement_sliding,20,query,recompute,q4,0.1387
preloaded_replacement_sliding,20,count_query,recompute,q4,0.1345
preloaded_replacement_sliding,20,query,logical_views,q1,6.1227
preloaded_replacement_sliding,20,count_query,logical_views,q1,5.0985
preloaded_replacement_sliding,20,query,logical_views,q2,5.7052
preloaded_replacement_sliding,20,count_query,logical_views,q2,2.7126
preloaded_replacement_sliding,20,query,logical_views,q3,50.7398
preloaded_replacement_sliding,20,count_query,logical_views,q3,50.368
preloaded_replacement_sliding,20,query,logical_views,q4,0.1494
preloaded_replacement_sliding,20,count_query,logical_views,q4,0.1445
preloaded_replacement_sliding,20,maintain,ivm,,9.8379
preloaded_replacement_sliding,20,query,ivm,q1,2.7189
preloaded_replacement_sliding,20,count_query,ivm,q1,0.8135
preloaded_replacement_sliding,20,query,ivm,q2,3.7273
preloaded_replacement_sliding,20,count_query,ivm,q2,1.1587
preloaded_replacement_sliding,20,query,ivm,q3,4.4926
preloaded_replacement_sliding,20,count_query,ivm,q3,4.4624
preloaded_replacement_sliding,20,query,ivm,q4,0.1271
preloaded_replacement_sliding,20,count_query,ivm,q4,0.1279
preloaded_replacement_sliding,20,maintain,crown,,4.1785
preloaded_replacement_sliding,20,query,crown,q1,4.0003
preloaded_replacement_sliding,20,count_query,crown,q1,0.5833
preloaded_replacement_sliding,20,query,crown,q2,4.5231
preloaded_replacement_sliding,20,count_query,crown,q2,1.0475
preloaded_replacement_sliding,20,query,crown,q3,4.6103
preloaded_replacement_sliding,20,count_query,crown,q3,4.224
preloaded_replacement_sliding,20,query,crown,q4,0.1431
preloaded_replacement_sliding,20,count_query,crown,q4,0.1352
preloaded_replacement_sliding,25,staging,,,4.174
preloaded_replacement_sliding,25,base_insert,,,0.5322
preloaded_replacement_sliding,25,base_delete,,,0.4299
preloaded_replacement_sliding,25,query,recompute,q1,25.2528
preloaded_replacement_sliding,25,count_query,recompute,q1,23.924
preloaded_replacement_sliding,25,query,recompute,q2,24.7371
